,content,label
1941,"중기중앙회, ‘中企 CEO 추천 단골맛집’ 책자 발간||전국 500개 맛집 선정…대구경북 21곳 포함
중소기업 CEO 단골맛집 책자. 중소기업중앙회 제공
중소기업 CEO가 추천한 전국 '찐 맛집' 리스트가 공개됐다. 대구경북 맛집 20여 곳도 포함됐다.     중소기업중앙회는 31일 중소기업 CEO들이 추천한 지역별 단골식당을 모은 '중소기업 CEO 단골맛집' 책자를 발간했다. 책자 발간은 중기중앙회가 중소기업계과 공동으로 추진 중인 '민생활력 온도 +5℃ 캠페인'의 일환으로 기획됐다.     책자에는 중기중앙회 지역회장을 비롯한 총 200여 명의 협동조합 이사장 또는 단체장이 직접 추천한 전국 500여 개 맛집의 상호명과 연락처, 주소, 추천인, 한줄평 등이 수록됐다.     최우각 대구경북중소기업회장은 책자에서 경북 청도의 보리굴비·육회 한정식 식당 '안압정'을 추천하며 ""음식 하나하나 정성이 가득하며 건강한 식재료를 사용한다""는 한줄평을 덧붙였다.     이를 포함해 대구경북 중소기업 CEO들은 ▷대구 동구 어성생선구이 ▷대구 중구 왕거미식당 ▷대구 남구 청학식당 ▷대구 남구 포항물회 ▷대구 중구 대동면옥 ▷대구 북구 왕근이칼국수 ▷대구 중구 합천할매손칼국수 ▷대구 달서구 팔공식당 ▷경북 고령 미주식당 ▷경북 고령 경희숯불가든 ▷경북 고령 경도식당 ▷대구 북구 시골부뚜막 ▷대구 북구 남원청도추어탕순두부 ▷대구 동구 청송곱창전골＆찜전문점 ▷대구 동구 이외숙불로닭발아나고 ▷대구 동구 태평양회식당 ▷경북 경주 전통맷돌순두부 ▷경북 경주 감포별미횟집 ▷경북 경주 감포횟집 ▷경북 포항 새포항물회집 등 21곳을 단골맛집으로 추천했다.     김기문 중기중앙회장은 ""전국 각 지역에 숨어있는 맛집을 소개함으로써 지역경제 활성화에 도움이 되길 바라는 마음을 책자에 담았다""며 ""맛집 탐방 등 국내 여행이 활성화돼야 지역의 다양한 문화·관광 상품과 함께 특산품 소비가 늘고 내수를 진작할 수 있다. 이를 기반으로 소상공인과 골목상권이 살아나 활력을 되찾길 기대한다""고 말했다.     한편 '중소기업 CEO 단골맛집' 책자는 중기중앙회 홈페이지에서 누구나 다운로드할 수 있다.",1
970,"희망브리지 전국재해구호협회 전달
31일 케이삼흥 박호창 대표와 임직원들이 희망브리지 전국재해구호협회에 수해피해복구성금 1억 250만 원을 기탁했다. 케이삼흥 제공
국내 플랫폼 금융을 운영해 업계를 선도해 나가는 케이삼흥이 최근 집중호우 피해지역 주민들을 위한 성금을 쾌척했다. 케이삼흥은 31일 희망브리지 전국재해구호협회를 통해 최근 호우로 피해를 본 이재민 지원과 피해지역의 복구를 위해 써달라며 1억 250만 원의 성금을 전달했다. 금융기업 케이삼흥은 중앙정부와 지방자치단체의 공공 목적으로 개발하는 지역에 집중적으로 투자해 수익을 내는 기업으로, 신뢰를 최우선으로 생각하고 자체 개발한 금융 시스템으로 운영된다. 최근 ‘2023 소비자가 뽑은 올해의 브랜드 대상’ 금융 서비스금융 플랫품 부분을 수상했다. 김현재 케이삼흥 회장은 “이번 수해는 코로나바이러스 감염증(코로나19) 이후 사회적 재난이 연이어 발생하면서 일상적 피해가 더 극심해졌을 것으로 생각된다”면서 “피해를 본 수재민들의 빠른 회복을 위해 임직원과 함께 기부에 동참하게 됐다”고 말했다. 그러면서 “하루빨리 피해 주민들이 일상으로 복귀하길 바라고, 뜻깊은 사회공헌 활동도 계속 이어가겠다”고 덧붙였다. 희망브리지 김정희 사무총장은 “기부에 나선 케이삼흥 회장과 임직원 등에 깊은 감사를 드린다”며 “희망브리지는 호우로 피해를 본 농가와 이웃들이 일상으로 돌아갈 때까지 함께 하겠다”고 밝혔다.",1
1360,"사진출처=pixabay
진물나고 아프다면 지루성피부염 의심  덥고 습한 여름일수록 피지 과다분비  스테로이드 약제 바르고 세안은 가볍게  수분 앗아가는 화장품도 지양해야 40대 A씨는 최근 얼굴에 오돌도돌하게 올라온 좁쌀을 손으로 무심코 짰다가 낭패를 봤다. 좁쌀 안 피지가 압출되기는커녕 진물이 나기 시작하더니 가려움증에 화끈거림까지 더해졌기 때문이다. 그제야 단순 여드름이 아니라는 것을 알아차린 A씨는 의료기관에서 ‘지루성피부염’ 진단을 받았다. 덥고 습한 여름철에는 피지 분비가 심해지는데 이때 주의해야 할 질환 중 하나가 바로 지루성피부염이다. 지루성피부염은 각질, 홍조, 진물 등을 유발하는 만성 질환이다. 재발이 잘 되기 때문에 조기 진단과 치료가 무엇보다 중요하다. 지루성피부염은 피지 분비가 많은 부위인 두피, 이마, 코 주위, 얼굴, 가슴 등에 주로 나타난다. 붉은 반점인 홍반과 비듬, 각질 등의 인설을 동반한다. 심한 경우 가려움증과 통증, 열감이 나타나기도 한다.  의료계에선 피지의 과다분비와 곰팡이균의 번식, 면역력 저하 등이 지루성피부염을 유발하는 것으로 추정하고 있다. 과도한 스트레스 역시 피지 분비를 촉진해 지루성피부염의 증상을 악화시킨다고 보고 있다. 불규칙한 수면과 직장 내 스트레스에 시달리는 40~50대 사이에서 지루성피부염이 많이 나타나는 이유다. 지루성피부염을 오랜 시간 방치하거나 집에서 무리하게 압출을 시도할 경우 피부가 손상될 수 있어 주의해야 한다. 정진호 서울대병원 피부과 교수는 “피지 분비가 막히면 여드름이 생기고, 반대로 피지가 잘 분비되지만 그 양이 많을 경우 지루성피부염이 나타날 수 있다”며 “지루성피부염에 걸렸다면 가장 먼저 염증을 가라앉히는 치료가 이뤄져야 한다”고 말했다. 지루성피부염이 두피에 발생했을 때는 약용 샴푸를 사용하는 것이 좋다. 그밖의 피부에 증상이 나타났을 경우엔 스테로이드 약제를 환부에 바르는 것이 도움이 된다. 증상이 심하다면 염증을 완화시키는 약물을 복용하는 것이 필요하다. 한의원에서는 피부의 면역 저하를 일으키는 근본 원인을 개선하기 위해 침치료와 한약치료를 병행한다. 집에서 할 수 있는 관리로는 과도한 세안을 자제하는 것이 꼽힌다. 이중세안으로 피부가 건조해지면 지루성피부염이 더욱 심해질 수 있기 때문이다. 피부의 수분을 앗아가는 알코올 성분의 화장품도 피해야 한다. 더불어 유분기가 많은 보습제류는 피지 분비를 자극할 수 있기 때문에 수분 위주의 제품을 고르는 것이 좋다. 금연과 금주, 스트레스를 줄이고 심리적 안정을 취하는 것 역시 도움이 된다.",1
494,"대구시와 신천지 교회 간의 신종 코로나바이러스 감염증(코로나19) 대규모 집단 감염 관련 소송이 3년 만에 양 측간의 화해로 일단락됐다.  31일 대구시의 말을 인용한 연합뉴스 보도에 따르면 대구지법 민사 11부(성경희 부장판사)가 이번 소송과 관련해 제시한 화해 권고를 시와 신천지 예수교회 측이 수용했다.  앞서 시는 지난 2020년 6월 대구지법에 신천지 예수교회의 이만희 총회장 등을 상대로 1억 원의 손해배상 소송을 제기했다. 당시 신천지 대구교회 교인들의 집단 감염으로 지역 코로나19 확진자 수가 급증했고 방역 당국은 지역사회로의 감염확산을 막기 위해 막대한 사회적 비용을 지출했다고 주장했다.  재판부는 이와 관련해 역학조사 문서가 확보되지 않아 원고(대구시) 측 주장이 입증되지 않는 등 재판 과정에 진척이 없어 최근 양측에 화해를 권고했다. 재판부는 시는 소를 취하하고 소송 비용은 원고와 피고(신천지 예수교회) 측이 각각 부담하라는 내용이었다.  이번 화해는 신천지 측이 결정받고 2주가 지난 28일, 대구시는 29일까지 별다른 이의를 제기하지 않으면서 자동으로 효력이 발생한 것으로 알려졌다.   YTN 곽현수 (abroad@ytn.co.kr)  [퀴즈 이벤트] 매주 550명에게 커피 쿠폰을 드려요 〉 대한민국 24시간 뉴스 채널 [YTN LIVE] 보기 〉 뉴스 속 생생한 현장 스케치 [뉴스케치] 보기 〉",0
1390,"한동훈 법무부 장관이 최근 서울 신림동 흉기난동 사건 피의자 조선(33)을 '외로운 늑대'로 규정했다. '외로운 늑대(lone wolf)'는 자생적 테러리스트를 의미한다. 특정 조직이나 이념이 아니라 정부에 대한 개인적 반감을 이유로 스스로 행동에 나선다는 게 특징이다. 외로운 늑대에 의한 범죄는 테러 감행 시점이나 방식에 대한 정보 수집이 쉽지 않아 예방이 거의 불가능하다는 점에서 테러 조직에 의한 테러보다 큰 위협으로 받아들여지고 있다. 한 장관이 조씨를 외로운 늑대로 지칭한 데는 사회에 대한 불만을 범죄로 표출했다는 점이 크게 작용한 것으로 보인다. 실제 사회에 대한 불만이 쌓여 불특정 다수를 대상으로 하는 범죄를 외로운 늑대형 범죄로 간주한다. 특히 범죄를 실행하기 이전에 준비를 한다는 점에서 뚜렷한 동기 없이 즉흥적으로 저지르는 묻지마식 범죄와는 다르다. 조씨 역시 신림역 흉기난동 사건 이전에 범행을 계획한 것으로 드러났다. 경찰 조사 결과 한 달여 전부터 인터넷을 통해 살인 방법과 급소 등 범행 방법을 찾아 봤으며 지난달 2일 홍콩에서 발생한 흉기난동 사건도 검색한 것으로 알려졌다. 조씨는 국민들이 평범한 일상을 영위하는 평일, 낮 시간대에 범행을 자행했을 뿐 아니라 한 남성을 공격하고도 또 다른 희생자를 찾아 다니고, 공격했다는 점에서 전 국민들에게 충격을 줬다. 특히 그동안 여성이나 노약자 등 비교적 연약한 대상을 향한 공격과 달리 조씨는 20~30대 건장한, 또래 남성을 범행 대상으로 삼았다는 점에서 공포감을 더욱 키웠다. ""나는 불행하게 사는데 남들도 불행하게 만들고 싶었다""는 조씨의 범행 동기는 섬뜩함마저 준다. 그날 조씨를 맞닥뜨렸다면 누구라도 범죄 피해자가 될 수 있다는 말과도 같다. 신림역 인근 상가 골목에는 희생자의 넋을 위로하는 무수히 많은 포스트잇이 붙었다. 해당 사건으로 국민들이 받은 충격과 공포가 얼마나 컸는지를 짐작게 한다. 조씨의 범행이 외로운 늑대형인가 묻지마식 범죄인가를 논하는 것은 중요하지 않다. 어쩌면 끔찍한 사건의 범죄 피해자가 내가 될 지도 모른다는 공포와 불안감이 확산하고 있다는 것에 집중해야 한다. 억울한 청춘의 희생을 계기로 더는 이같은 범죄가 반복되지 않는 안전장치가 마련될 수 있기를 기대해 본다.  김현주 사회에디터 5151khj@mdilbo.com",0
977,"1일부터 포스텍·한동대 글로컬대학 본 지정 위한 본격 활동||포항시·대학 TF팀 구성 및 실무자 회의 등 실행계획 수립
지난 27일 포항시 글로컬대학 실행계획 수립 TF 1차 실무 회의가 포항시 관련 부서 및 대학 관계자들이 모인 가운데 포항시청 연오세오실에서 진행되고 있다. 포항시 제공
포스텍과 한동대학교의 글로컬대학 본 지정을 위해 지자체·산업·학계·유관기관이 협력한 '글로컬대학 30 육성 거버넌스'가 8월 1일 출범한다.(매일신문 지난 17일 보도 등)     경북 포항의 포스텍과 한동대학교는 지난달 20일 '2023 글로컬대학 30'에 예비지정됐으며, 지난 12일 교육부 이의신청 심의위원회 등 최종 절차를 통과했다.     '글로컬대학 30' 본 지정은 예비지정 때와 별개의 평가위원회를 구성해 오는 10월 말 확정될 예정이다.     거버넌스에는 포항시·포항시의회·포스텍·한동대·포스코홀딩스·포스코퓨처엠·에코프로·포항산업과학연구원·포항테크노파크·포항금속소재산업진흥원·선린대·포항대·포항상공회의소·한국은행 포항본부가 참여한다.     이들 14개 유관기관은 상호 업무협약을 체결해 협약기관의 전문지식과 역량을 활용해 두 대학의 글로컬대학 최종 선정을 위한 협력을 강화키로 약속했다.     주요 협약 내용은 ▷지방자치단체의 글로컬대학 30 본 지정에 대한 총괄 지원 ▷대학의 지역 전략산업 분야 인재양성을 위한 교육 지원 ▷협약기관의 지역 전략산업 분야에 대한 공동 프로젝트 발굴을 위한 인적·물적 교류 및 포괄적 상호 협력 지원 등이다.     특히, 포항시는 글로컬대학 본 지정 실행계획 수립 지원 및 관련한 정보공유 및 정책지원 등의 협조·지원 체계를 구축하기 위해 포항시·포스텍·한동대로 이뤄진 '글로컬대학 30 실행계획 수립 TF'도 구성했다.     포항시 일자리경제국장을 단장으로 팀장급 16명, 대학 실무진 등 20명이 참여하며, 지난 27일 '글로컬대학 실행계획 TF' 1차(kick-off) 실무 회의도 진행했다.     TF팀은 최종 실행계획서 제출까지 혁신기획서에 담긴 실행계획을 구체화하기 위해 수시로 회의를 개최할 계획이다.     이강덕 포항시장은 ""포항이 가진 모든 역량을 발휘해 포스텍과 한동대 모두 글로컬대학에 최종 선정될 수 있도록 적극 지원하겠다""며 ""'인재양성→취·창업→정주'로 이어지는 선순환 생태계 조성을 위한 마중물로서 글로컬대학에 대한 포항시민들의 많은 관심과 격려가 필요하다""고 말했다.     한편, 경북지역에서는 포스텍과 한동대를 비롯해 안동대학교와 경북도립대학교 등 총 4개 대학이 글로컬대학 30에 예비 지정됐다.",1
1077,"인천관광공사가?인천시,?옹진군과?함께?최근?하반기?관광?상품인 ‘옹진섬 도도하게 살아보기’를?선보였다.?관광공사?제공
  인천관광공사가?‘인천의?보물’인?섬?지역에서 주민들과 소통하고,?옹진섬의?숨은 매력을?느낄 수 있는 체험 프로그램형 관광활성화에 나선다.     관광공사는?인천시,?옹진군과?함께?지난?28일?하반기?관광?상품인 ‘옹진섬 도도하게 살아보기’를?선보였다고 31일 밝혔다.?옹진군의?섬에서?주민과?함께?섬의?매력을?느낄?수?있는?체험관광?상품이다.?     지난?2021년?처음 시작했으며,?지난해?총?852명이?이 관광 상품을 통해 옹진군의?섬을?찾았다.     관광공사는 신시모도&장봉도,?자월도,?대이작도,?소이작도,?승봉도,?덕적도&소야도,?연평도,?백령도,?대청도?등의?상품을?운영할?계획이다. 특히 각 상품을 40% 할인해 제공할 방침이다.?올해?총?1천600명의?관광객을?목표로?하고있다.     이번?상품에서는 특히?섬?주민들과의?소통기회를?넓히는?체험?프로그램을?추가했다.?주민가이드를?통해?듣는?‘마을 이야기 투어’와?낚시배를?타고?즐기는?‘풀등체험’,?돌고래?등?바다를?해설하는?‘해양 이야기 투어’?체험 등이다.?바직락?등을?캐는?‘갯벌체험’,?‘그물낚시 체험’,?‘패들보트 타기’?등의?해양 레저?체험도 가능하다.     관광공사는?지역?주민들과?협업해?프로그램을?개발했으며 이번 프로그램의 수익은?옹진군 주민들에게 돌아갈 수 있도록 했다.     백현 관광공사 사장은 “지역 기업을 연계한 워크숍 활동을 통해 공동 해양정화 활동, 주민상생 캠페인 등도 벌일 예정”이라며 “‘옹진섬 도도하게 살아보기’ 상품을 통해 섬의 숨은 매력이 더욱 알려지길 바란다”고 했다.?",1
1958,"엔에이치엔커머스가 KT 문자 커머스 플랫폼 '케이딜(K-Deal)'의 리뉴얼 과정에 자사 쇼핑몰 구축 솔루션 '샵바이 프리미엄'을 공급했다고 31일 밝혔다.  케이딜은 KT가 보유한 통신데이터를 기반으로 고객의 특성과 소비패턴, 관심사 등의 빅데이터를 AI로 분석해 개인별 최적 상품을 특가로 제공하는 문자 커머스 플랫폼이다. 200만 명에 달하는 대규모 트래픽에 유연하게 대응하고 안정적인 메시지 발송 환경을 구축하고자 샵바이 프리미엄을 도입했다.  NHN커머스가 제공하는 샵바이 프리미엄은 중대형 엔터프라이즈 고객을 위한 쇼핑몰 구축 솔루션이다. 글로벌 이커머스 솔루션 산업에서 대두되고 있는 최신 IT 기술인 '마크(MACH)'를 접목해 강력한 커스터마이징 기능과 안정적인 서버 운영을 지원하는 점이 특징이다.  기업 고객은 원하는 기능을 조합해 요구 사항을 100% 반영한 맞춤형 쇼핑몰을 구현할 수 있다. 출시 이후에도 오픈 API를 활용해 필요한 부분만 빠르게 수정 및 업그레이드할 수 있다.  NHN커머스 관계자는 “이번 리뉴얼은 샵바이 프리미엄의 유연성과 확장성을 적극 활용한 케이스”라며 “앞으로도 NHN커머스는 더 편리한 쇼핑몰 운영 경험을 제공하고자 다양한 고객사와 적극 협력할 계획”이라고 말했다.  손지혜 기자 jh@etnews.com",1
472,"1회 영동포도축제 전국 유소년 풋살페스타 포스터.
충북 영동축제관광재단은 오는 8월 26~27일까지 이틀간 ‘1회 영동포도축제 전국 유소년 풋살페스타’를 개최한다고 31일 밝혔다.   재단은 오는 8월 24~27일까지 열리는 영동포도축제 기간 연계행사로 진행됐던 포도마라톤대회를 취소하고 체류형 관광객 유치와 지역경제 활성화를 위한 새로운 방안으로 전국 유소년 풋살페스타를 개최하기로 했다.   참가 대상은 전국 초등학생이며 5개 부문(1ㆍ2학년 통합) 60여 개 팀을 신청 받는다.   오는 26일 학년별 4개 팀이 한 조로 예선리그를 진행하고 27일 포도조(예선리그 1ㆍ2위 팀) 국악조(예선리그 3ㆍ4위 팀)로 나눠 본선을 진행한다.   시상금은 영동사랑 상품권으로 전액 지급되며 영동군을 찾은 선수단과 학부모로 지역경제에 큰 보탬이 될 것으로 기대된다.   대회 기간 어린이와 부모들이 함께 할 수 있는 다양한 이벤트도 마련해 영동군에서 즐거운 추억을 선사할 수 있도록 준비했다.   재단은 풋살이 최근 큰 인기를 끌고 있는 만큼 유소년풋살페스타를 개최해 젊고 활동적인 영동군의 축제 관광 이미지를 부각시킨다는 전략이다.   재단 관계자는 “2023 영동포도축제와 유소년풋살페스타를 성곡적으로 개최하기 위해 두 행사를 연계했다”며 “두 행사가 어우러져 시너지 효과를 극대화할 수 있도록 노력하겠다”고 말했다.   참가는 영동축제관광재단 홈페이지(https://yd21.go.kr/ydft/)를 통해 오는 8월 11일까지 신청할 수 있다./영동=손동균기자",1
1061,"이장우 대전시장이 '디지털 시장실'을 '디지털 공약실'로 변경하고 공약 사업에 대해 모니터로 실시간 상시 표출 점검이 가능하도록 했다.
〔중부매일 천성남 기자〕이장우 대전시장은 지난31일 오전 시장실에서 민선 8기 2년 차를 맞아 시민과의 공약 사업과 100대 핵심과제 이행사항에 대해 실시간 점검을 강화하는 등 보다 체계적이고 꼼꼼한 관리에 나서기로 했다고 밝혔다.   이를 위해, 시는 '디지털 공약실'시스템을 구축, 공약 등 주요 현안사업을 실시간 관리하고 신속한 의사결정 등을 지원하고 있다.   '디지털 공약실'에는 87개 공약사업과 100대 핵심과제가 한 눈에 알 수 있게 게재되어 있으며, 사업내용 및 추진 절차, 재원 조달 계획 등이 구체적으로 담겨 있어, 앞으로 시정 현안들을 적시에 용이하게 챙겨볼 수 있게 됐다.   이장우 대전시장은 ""앞으로 디지털 공약실을 통해 시민과 약속한 사업들이 차질 없이 추진될 수 있도록 꼼꼼하게 챙겨보겠다""라며, ""지난 1년은 공약 이행을 위한 기반 마련에 중점을 둔 시기였다면, 올해부터는 시민들이 체감할 수 있는 가시적 성과 창출에 매진 하겠다""고 말했다.   한편,'디지털 공약실'은 인구ㆍ재난ㆍ환경ㆍ교통 등 시정 주요 현황 및 통계를 시각화해 스마트한 정책 소통과 결정을 지원하는 플랫폼으로 시장 집무실 벽면의 대형 모니터를 통해 표출된다.   시는 지난 6월 시장 공약사업 중점 관리 등을 위해 기존의 '디지털 시장실'을 '디지털 공약실'로 변경하고 프로그램 수정 보완 등 기능개선을 추진해 왔다.",1
1066,"축산 악취저감 미생물 무상 공급
담양군 친환경미생물센터가 농가 경영비 부담 절감과 주민 악취 민원 해소에 역할을 하며 지역 농업인의 사랑을 받고 있다.  31일 담양군에 따르면 축산업 환경의 급격한 변화에 따른 축산농가의 경영비 부담 경감을 위해 지난 3월 1일부터 친환경 미생물 공급가격을 리터당 300원에서 200원으로 인하해 공급하고 있다.  이는 친환경 미생물 공급 확대에 나서고 있으며 농가 경영비 절감 효과로 지역 농업인의 호응을 얻고 있다.  무상으로 공급하고 있는 축산 악취저감 미생물은 축사 내 악취유발물질인 암모니아(65%), 황화수소(42%)를 감소시키는 효과가 있어 축산농가의 위생 축산을 돕고 악취관련 민원을 해소하는 역할을 하고 있다.  지난달에는 전남농업마이스터대학 친환경한우반 학생 25명이 친환경미생물센터 운영 우수사례를 견학하기 위해 담양군을 방문했다.   친환경미생물센터를 방문한 전남농업마이스터대학 친환경한우반과 미생물 활용 이론과 미생물 현미경 동정 실습 교육, 미생물배양실 운영 전반에 대한 정보를 공유했다.  이병노 담양군수는 “이번 친환경 미생물 가격 인하와 악취 저감 미생물의 무상 공급이 군민 호응을 얻고 있다”며 “농가 안정적인 소득 증대를 위해 최선을 다하겠다”고 말했다.",1
770,"31일 오전 서울 중구 로얄호텔에서 고용노동부 주최로 열린 '외국인 가사근로자 도입 시범 사업 관련 공청회'가 열리고 있다. 뉴시스
정부가 이르면 하반기부터 외국인 가사·육아 서비스를 서울 전 지역에 시범 도입하기로 했다. 우선 필리핀 등에서 온 100여명의 가사도우미가 들어온다. 내국인과 똑같이 국내 최저임금을 적용하고, 출퇴근 형태로 운영된다. 하지만 잠재 서비스 수요자인 젊은 부모들은 “아직 신뢰하기 어렵다”고 우려를 표했다.       ━  외국인도 최저임금 적용…숙소는 자가부담   고용노동부가 31일 열린 ‘외국인 가사근로자 도입 시범사업 관련 공청회’에서 공개한 시범 계획안에 따르면 외국인 가사근로자 서비스는 서울시 전체 자치구가 대상이며, 일하는 기간은 최소 6개월이다. 규모는 100여명으로, 추후 논의에 따라 변동될 수 있다.     정부 인증을 받은 가사 근로자 서비스 제공 기관이 E-9 비자로 들어온 외국인 가사 근로자를 고용하면, 이 근로자가 해당 기관과 계약을 맺은 가정으로 출퇴근하면서 가사·육아 서비스를 제공하는 방식이다. 서비스를 이용할 수 있는 대상은 육아하는 20~40대 맞벌이 부부를 비롯해 한부모 가정, 임산부 등이지만, 정부는 ‘소득·지역 등이 편중되지 않도록’ 대상을 배분할 계획이다.     국가는 확정되지 않았지만, 필리핀과 같이 ‘가사서비스 관련 자격증 제도를 운영하는 국가’를 우선 검토할 계획이다. 필리핀은 자국 직업훈련원에서 6개월간 훈련을 받은 뒤 수료증을 발급받아야 외국에서 일할 수 있다. 여기에 더해 경력·지식, 연령, 한국어·영어 능력, 범죄 이력 등을 사전에 검증하고, 국내 입국 전후로는 한국어?문화, 노동법, 가사·육아 관련 기술, 위생?안전 등 실무 관련 교육 실시할 예정이다.     외국인 가사근로자도 최저임금 등 내국인과 동일한 노동법을 적용받는다. 다만 휴게·휴일, 연차휴가 등 일부 규정은 적용 제외된다. 숙소는 제공기관이 마련해야 하며, 숙소비는 가사근로자 본인이 부담해야 한다. 서울시는 예산 1억5000만원을 들여 숙소비·교통비·통역비 등 외국 가사근로자 초기 정착 소요비용을 지원할 계획이다.     ━  워킹맘 “한두번 교육으로 문화 습득 가능할까”   하지만 이날 정부가 개최한 공청회에선 계획안에 대한 쓴소리가 다수 나왔다. 특히 젊은 부모들로 구성된 고용부 내 ‘워킹맘&대디 현장 멘토단’은 제도의 신뢰성에 의문을 제기했다. 육아휴직을 마치고 복직을 앞둔 강초미 멘토는 “50~60대 육아도우미를 선호하는 건 육아 경험이 있기 때문인데, 외국인들이 이론만 가지고 왔을 때 아이를 잘 돌볼 수 있을까 의문이 든다”며 “(가사도우미를 구하기 힘든 것은) 단순히 공급이 없어서가 아니라는 점을 고려해야 한다”고 밝혔다.     37개월 쌍둥이를 키우는 워킹맘인 김고은 멘토는 “정책에 회의적인 입장이다. 문화는 한두번 교육받는다고 습득할 수 있는 것이 아니기 때문”이라며 “(국내) 중년여성들의 일자리를 뺏는 건 아닐까 걱정도 된다”고 지적했다. 워킹대디인 김진환 멘토는 “신원을 증명할 수 있는지, 문화적인 차이를 해소할 수 있는지, 육아에 대한 가치관 교육을 이뤄낼 수 있는지 측면에서 신뢰할 수 있는지 의문”이라면서도 “한부모 가정 등 소외계층에게 지원된다면 유의미하다고 생각한다”고 말했다.       ━  “가사서비스, 수요·공급 불균형…외국인 필요”   반면 국내 가사서비스 공급이 점차 줄어드는 만큼 외국인 인력 도입이 필요하다는 긍정적인 목소리도 나왔다. 가사도우미 서비스 매칭 애플리케이션을 운영하고 있는 이봉재 홈스토리생활 부대표는 “맞벌이가 늘어나고 가사서비스에 대한 수요는 늘어나는데 종사자도 줄고 평균 연령대도 올라가고 있다”며 “수요 조사를 해본 결과 150명 이상이 외국인 가사도우미 서비스를 이용할 의향이 있다고 답했다”고 말했다. 고용부에 따르면 육아도우미 취업자는 2019년 15만6000명에서 지난해 11만4000명으로 4만명 넘게 줄었고, 전체 취업자의 92.3%가 50대 이상일 정도로 고령화도 심해지고 있다.     정부는 이날 공청회에서 나온 의견을 토대로 최종안을 확정해 이르면 연말부터 본격 시행할 계획이다. 이상임 고용부 외국인력담당관은 “비용도, 신뢰성도 중요한 만큼 가사근로자를 선발하고 교육하는 과정에서 인증기관에만 맡겨놓지 않고, 모니터링 등에 주의를 기울일 예정”이라고 밝혔다.",1
200,"범행 장면. 자료 경기 용인경찰서
미리 준비한 망치로 금은방 유리를 깨고 5000만원 어치 귀금속을 훔친 30대 남성이 구속됐다.     경기 용인동부경찰서는 특수절도 혐의로 30대 A씨를 구속했다고 31일 밝혔다.     경찰에 따르면 A씨는 지난 25일 오전 3시 53분 용인시 처인구 소재 한 금은방에서 금반지와 팔찌 등 귀금속 64점, 시가 5000만원 상당을 절취한 혐의를 받는다.     그는 오토바이를 타고 해당 금은방으로 이동, 외부 길가에서 범행 장면이 보이지 않도록 미리 준비한 폴대를 세우고 검은 천막을 두른 후 범행을 저지른 것으로 파악됐다.     A씨의 침입이 감지되자 사설 방범 업체가 금은방 내부에 설치해 놓은 최루액 가스가 분사됐다. 하지만 그는 이에 아랑곳하지 않고 순식간에 금은방을 털고 도망쳤다.     신고를 접수한 경찰은 폐쇄회로(CC)TV 분석을 통해 추적에 나서 사건 발생 28시간 만에 집에 있던 A씨를 검거했다.     그는 오랜 기간 일정한 직업 없이 생활 하던 중 경제적 어려움을 겪으면서 2개월 동안 범행 도구를 준비하는 등 범행을 치밀하게 사전에 계획한 것으로 경찰은 파악하고 있다.     아울러 경찰은 A씨가 훔친 시가 3600만원 상당의 귀금속 49점을 회수해 피해자에게 돌려줬다.     경찰 관계자는 “금은방을 운영할 경우 퇴근 시에 고가 귀금속은 금고에 넣어 보관하고, 출입문 및 외벽 등에 방범 셔터 등을 설치해 피해 예방에 각별한 주의를 기울여야 한다”고 당부했다.",0
1533,"부산 기장군(군수 정종복)은 장마가 끝나고 무더위가 지속됨에 따라 폭염피해 예방과 쾌적한 도로환경을 제공하기 위해, 관내 주요 도로를 중심으로 살수작업을 본격적으로 시행한다고 31일 밝혔다.     최근 부산지역에 7일째 폭염특보가 발령되고 역대급 무더위가 이어짐에 따라, 군은 지난 28일부터 5톤 살수차 총 6대를 투입하여 살수작업에 나서고 있다.     운영시간은 폭염특보 발령 시 오전 8시부터 오후 5시까지이며, 기장시장, 일광신도시, 정관신도시 등 5개 읍·면별 유동인구가 많은 주요도로 총 32km 구간을 상시 왕복하며 운영할 예정이다.     정종복 기장군수는 “군민들께서 건강한 여름을 나실 수 있도록 폭염 대책을 한층 더 강화해 폭염피해가 발생하지 않도록 최선을 다하겠다”며 “아울러 군민들께서도 폭염특보 발령 시 충분한 수분을 섭취하고 야외활동을 자제해 여름철 건강관리에 힘써 주시길 바란다”고 말했다.     한편 기장군은 횡단보도 신호대기 시 강한 뙤약볕에서 폭염에 노출된 보행자들의 안전과 건강을 고려하여 총 125개소의 횡단보도 그늘막을 운영하고 있다. 또한 수시로 변화하는 기상여건에 적극적으로 대응하기 위해 기존 수동 그늘막을 스마트 그늘막으로 교체하는 사업도 진행하고 있다.",1
